Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,Digi-Key Programmable,Core Processor,Core Size,Speed,Connectivity,Peripherals,Number of I/O,Program Memory Size,Program Memory Type,EEPROM Size,RAM Size,Voltage - Supply (Vcc/Vdd),Data Converters,Oscillator Type,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package,Program Memory / RAM
https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-42363-SAM-D11_Summary.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-SOIC.jpg,"ATSAMD11C14A-SSNTTR-ND,ATSAMD11C14A-SSNTCT-ND,ATSAMD11C14A-SSNTDKR-ND",ATSAMD11C14A-SSNT,Microchip Technology,Microchip Technology,IC MCU 32BIT 16KB FLASH 14SOIC,15727,1.71,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SAM D11C,Active,Not Verified,ARM® Cortex®-M0+,32-Bit Single-Core,48MHz,"I²C, LINbus, SPI, UART/USART, USB","Brown-out Detect/Reset, DMA, POR, WDT",12,16KB (16K x 8),FLASH,-,4K x 8,1.62V ~ 3.63V,A/D 5x12b; D/A 1x10b,Internal,-40°C ~ 105°C (TA),Surface Mount,"14-SOIC (0.154"", 3.90mm Width)",14-SOIC,4
https://www.st.com/resource/en/datasheet/stm32g030c6.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;-YA_ME;-P;-20.jpg,497-STM32G030F6P6-ND,STM32G030F6P6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 32KB FLASH 20TSSOP,97358,1.67,0,1,Tray,STM32G0,Active,Not Verified,ARM® Cortex®-M0+,32-Bit Single-Core,64MHz,"I²C, IrDA, LINbus, SPI, UART/USART","DMA, I²S, POR, PWM, WDT",18,32KB (32K x 8),FLASH,-,8K x 8,2V ~ 3.6V,A/D 13x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,"20-TSSOP (0.173"", 4.40mm Width)",20-TSSOP,4
https://www.st.com/content/ccc/resource/technical/document/datasheet/a4/5d/0b/0e/87/c4/4d/71/DM00088500.pdf/files/DM00088500.pdf/jcr:content/translations/en.DM00088500.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;-YA_ME;-P;-20.jpg,497-14044-5-ND,STM32F030F4P6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 16KB FLASH 20TSSOP,27817,1.67,0,1,Tube,STM32F0,Active,Not Verified,ARM® Cortex®-M0,32-Bit Single-Core,48MHz,"I²C, SPI, UART/USART","DMA, POR, PWM, WDT",15,16KB (16K x 8),FLASH,-,4K x 8,2.4V ~ 3.6V,A/D 11x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,"20-TSSOP (0.173"", 4.40mm Width)",-,4
https://www.st.com/resource/en/datasheet/stm32l010f4.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;-YA_ME;-P;-20.jpg,497-19364-ND,STM32L010F4P6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 16KB FLASH 20TSSOP,3417,1.73,0,1,Tube,STM32L0,Active,Not Verified,ARM® Cortex®-M0+,32-Bit Single-Core,32MHz,"I²C, IrDA, SPI, UART/USART","Brown-out Detect/Reset, DMA, POR, PWM, WDT",16,16KB (16K x 8),FLASH,128 x 8,2K x 8,1.8V ~ 3.6V,A/D 7x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,"20-TSSOP (0.173"", 4.40mm Width)",20-TSSOP,8
https://www.st.com/resource/en/datasheet/stm32f042t6.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;A0B0_ME;U;28.jpg,"497-18741-2-ND,497-18741-1-ND,497-18741-6-ND",STM32F042G6U6TR,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 32KB FLASH 28UFQFPN,28164,3.28,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",STM32F0,Active,Not Verified,ARM® Cortex®-M0,32-Bit Single-Core,48MHz,"CANbus, HDMI-CEC, I²C, IrDA, LINbus, SPI, UART/USART, USB","DMA, I²S, POR, PWM, WDT",24,32KB (32K x 8),FLASH,-,6K x 8,1.65V ~ 3.6V,A/D 13x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,28-UFQFN,28-UFQFPN (4x4),5.33
https://www.st.com/content/ccc/resource/technical/document/datasheet/31/4f/10/5f/a5/32/46/42/DM00141386.pdf/files/DM00141386.pdf/jcr:content/translations/en.DM00141386.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5B_ME_V2~T~48.jpg,"497-18745-2-ND,497-18745-1-ND,497-18745-6-ND",STM32F070CBT6TR,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 128KB FLASH 48LQFP,9111,3.39,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",STM32F0,Active,Not Verified,ARM® Cortex®-M0,32-Bit Single-Core,48MHz,"I²C, SPI, UART/USART, USB","DMA, POR, PWM, WDT",37,128KB (128K x 8),FLASH,-,16K x 8,2.4V ~ 3.6V,A/D 13x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,48-LQFP,48-LQFP (7x7),8
https://www.st.com/resource/en/datasheet/stm32g030c6.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5V_ME~C~32.JPG,497-19770-ND,STM32G030K8T6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 64KB FLASH 32LQFP,103538,2.04,0,1,Tray,STM32G0,Active,Not Verified,ARM® Cortex®-M0+,32-Bit Single-Core,64MHz,"I²C, IrDA, LINbus, SPI, UART/USART","DMA, I²S, POR, PWM, WDT",30,64KB (64K x 8),FLASH,-,8K x 8,2V ~ 3.6V,A/D 16x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,32-LQFP,32-LQFP (7x7),8
https://www.st.com/content/ccc/resource/technical/document/datasheet/a4/5d/0b/0e/87/c4/4d/71/DM00088500.pdf/files/DM00088500.pdf/jcr:content/translations/en.DM00088500.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5V_ME~C~32.JPG,497-14046-ND,STM32F030K6T6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 32KB FLASH 32LQFP,13242,2.04,0,1,Tray,STM32F0,Active,Not Verified,ARM® Cortex®-M0,32-Bit Single-Core,48MHz,"I²C, SPI, UART/USART","DMA, POR, PWM, WDT",26,32KB (32K x 8),FLASH,-,4K x 8,2.4V ~ 3.6V,A/D 12x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,32-LQFP,32-LQFP (7x7),8
https://www.st.com/content/ccc/resource/technical/document/datasheet/a4/5d/0b/0e/87/c4/4d/71/DM00088500.pdf/files/DM00088500.pdf/jcr:content/translations/en.DM00088500.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5B_ME_V2~T~48.jpg,"497-17332-2-ND,497-17332-1-ND,497-17332-6-ND",STM32F030CCT6TR,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 256KB FLASH 48LQFP,32848,3.89,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",STM32F0,Active,Not Verified,ARM® Cortex®-M0,32-Bit Single-Core,48MHz,"I²C, SPI, UART/USART","DMA, POR, PWM, WDT",39,256KB (256K x 8),FLASH,-,32K x 8,2.4V ~ 3.6V,A/D 12x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,48-LQFP,48-LQFP (7x7),8
https://www.st.com/content/ccc/resource/technical/document/datasheet/55/53/3e/86/29/61/41/d9/DM00039193.pdf/files/DM00039193.pdf/jcr:content/translations/en.DM00039193.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5V_ME~C~32.JPG,"497-18980-2-ND,497-18980-1-ND,497-18980-6-ND",STM32F051K8T6TR,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 64KB FLASH 32LQFP,10966,4.12,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",STM32F0,Active,Not Verified,ARM® Cortex®-M0,32-Bit Single-Core,48MHz,"HDMI-CEC, I²C, IrDA, LINbus, SPI, UART/USART","DMA, I²S, POR, PWM, WDT",25,64KB (64K x 8),FLASH,-,8K x 8,2V ~ 3.6V,A/D 13x12b; D/A 1x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,32-LQFP,32-LQFP (7x7),8
https://www.infineon.com/dgdl/Infineon-XMC1400-DS-v01_03-EN.pdf?fileId=5546d46250cc1fdf015110a2596343b2,//media.digikey.com/Photos/Infineon%20Photos/448_PG-VQFN-48.jpg,"448-XMC1402Q048X0128AAXUMA1TR-ND,448-XMC1402Q048X0128AAXUMA1CT-ND,448-XMC1402Q048X0128AAXUMA1DKR-ND",XMC1402Q048X0128AAXUMA1,Infineon Technologies,Infineon Technologies,IC MCU 32BIT 128KB FLASH 48VQFN,17234,4.54,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",XMC1000,Active,Not Verified,ARM® Cortex®-M0,32-Bit Single-Core,48MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, I²S, POR, PWM, WDT",34,128KB (128K x 8),FLASH,-,16K x 8,1.8V ~ 5.5V,A/D 12x12b,Internal,-40°C ~ 105°C (TA),Surface Mount,48-VFQFN Exposed Pad,PG-VQFN-48-73,8
https://ww1.microchip.com/downloads/en/DeviceDoc/SAM-L10L11-Family-DataSheet-DS60001513F.pdf,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150~C04-21402~S8B~32.jpg,"ATSAML11E16A-MUTTR-ND,ATSAML11E16A-MUTCT-ND,ATSAML11E16A-MUTDKR-ND",ATSAML11E16A-MUT,Microchip Technology,Microchip Technology,IC MCU 32BIT 64KB FLASH 32VQFN,5001,2.92,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SAM L11,Active,Not Verified,ARM® Cortex®-M23,32-Bit Single-Core,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, DMA, POR, PWM, WDT",25,64KB (64K x 8),FLASH,2K x 8,16K x 8,1.62V ~ 3.63V,A/D 10x12b; D/A 1x10b,Internal,-40°C ~ 85°C (TA),Surface Mount,32-VFQFN Exposed Pad,32-VQFN (5x5),4
https://www.st.com/content/ccc/resource/technical/document/datasheet/9a/75/bd/16/0f/fd/49/19/DM00108219.pdf/files/DM00108219.pdf/jcr:content/translations/en.DM00108219.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5V_ME~C~32.JPG,"497-18809-2-ND,497-18809-1-ND,497-18809-6-ND",STM32L051K8T6TR,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 64KB FLASH 32LQFP,25368,4.67,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",STM32L0,Active,Not Verified,ARM® Cortex®-M0+,32-Bit Single-Core,32MHz,"I²C, IrDA, SPI, UART/USART","Brown-out Detect/Reset, DMA, POR, PWM, WDT",27,64KB (64K x 8),FLASH,2K x 8,8K x 8,1.65V ~ 3.6V,A/D 10x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,32-LQFP,32-LQFP (7x7),8
https://www.st.com/resource/en/datasheet/stm32l010c6.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5B_ME_V2~T~48.jpg,497-19662-ND,STM32L010C6T6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 32KB FLASH 48LQFP,30250,2.54,0,1,Tray,STM32L0,Active,Not Verified,ARM® Cortex®-M0+,32-Bit Single-Core,32MHz,"I²C, IrDA, SPI, UART/USART","Brown-out Detect/Reset, DMA, POR, PWM, WDT",38,32KB (32K x 8),FLASH,256 x 8,8K x 8,1.8V ~ 3.6V,A/D 10x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,48-LQFP,48-LQFP (7x7),4
https://ww1.microchip.com/downloads/en/DeviceDoc/atmel-42129-sam-d20_summary.pdf,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150~C04-21402~S8B~32.jpg,"ATSAMD20E16A-MNTTR-ND,ATSAMD20E16A-MNTCT-ND,ATSAMD20E16A-MNTDKR-ND",ATSAMD20E16A-MNT,Microchip Technology,Microchip Technology,IC MCU 32BIT 64KB FLASH 32QFN,189718,3.02,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SAM D20E,Active,Not Verified,ARM® Cortex®-M0+,32-Bit Single-Core,48MHz,"I²C, SPI, UART/USART","Brown-out Detect/Reset, POR, WDT",26,64KB (64K x 8),FLASH,-,8K x 8,1.62V ~ 3.6V,A/D 10x12b; D/A 1x10b,Internal,-40°C ~ 105°C (TA),Surface Mount,32-VFQFN Exposed Pad,32-VQFN (5x5),8
https://www.infineon.com/dgdl/Infineon-xmc1300_AB-DS-v01_06-EN.pdf?fileId=5546d4624a0bf290014a4bdb073c25c6,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/38-TSSOP.JPG,"XMC1302T038X0200ABXUMA1TR-ND,XMC1302T038X0200ABXUMA1CT-ND,XMC1302T038X0200ABXUMA1DKR-ND",XMC1302T038X0200ABXUMA1,Infineon Technologies,Infineon Technologies,IC MCU 32BIT 200KB FLASH 38TSSOP,4409,5.16,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",XMC1000,Active,Not Verified,ARM® Cortex®-M0,32-Bit Single-Core,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, I²S, POR, PWM, WDT",26,200KB (200K x 8),FLASH,-,16K x 8,1.8V ~ 5.5V,A/D 16x12b,Internal,-40°C ~ 105°C (TA),Surface Mount,"38-TFSOP (0.173"", 4.40mm Width)",PG-TSSOP-38-9,12.5
https://www.infineon.com/dgdl/Infineon-xmc1300_AB-DS-v01_06-EN.pdf?fileId=5546d4624a0bf290014a4bdb073c25c6,//media.digikey.com/Renders/Infineon%20Renders/448~PPG-VQFN-40-13~~40.JPG,"XMC1302Q040X0200ABXUMA1TR-ND,XMC1302Q040X0200ABXUMA1CT-ND,XMC1302Q040X0200ABXUMA1DKR-ND",XMC1302Q040X0200ABXUMA1,Infineon Technologies,Infineon Technologies,IC MCU 32BIT 200KB FLASH 40VQFN,28475,5.26,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",XMC1000,Active,Not Verified,ARM® Cortex®-M0,32-Bit Single-Core,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, I²S, POR, PWM, WDT",27,200KB (200K x 8),FLASH,-,16K x 8,1.8V ~ 5.5V,A/D 16x12b,Internal,-40°C ~ 105°C (TA),Surface Mount,40-VFQFN Exposed Pad,PG-VQFN-40-13,12.5
https://www.silabs.com/documents/public/data-sheets/efm32hg-datasheet.pdf,//media.digikey.com/renders/Silicon%20Labs%20Renders/336_32-QFN%20Pkg.jpg,"336-6162-2-ND,336-6162-1-ND,336-6162-6-ND",EFM32HG210F64G-C-QFN32R,Silicon Labs,Silicon Labs,IC MCU 32BIT 64KB FLASH 32QFN,14168,5.45,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",Happy Gecko,Active,Not Verified,ARM® Cortex®-M0+,32-Bit Single-Core,25MHz,"I²C, IrDA, SmartCard, SPI, UART/USART","Brown-out Detect/Reset, DMA, I²S, POR, PWM, WDT",24,64KB (64K x 8),FLASH,-,8K x 8,1.98V ~ 3.8V,A/D 4x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,32-VQFN Exposed Pad,32-QFN (6x6),8
https://ww1.microchip.com/downloads/en/DeviceDoc/SAM-D21-DA1-Family-Data-Sheet-DS40001882H.pdf,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150~C04-21402~S8B~32.jpg,"ATSAMD21E17A-MUTTR-ND,ATSAMD21E17A-MUTCT-ND,ATSAMD21E17A-MUTDKR-ND",ATSAMD21E17A-MUT,Microchip Technology,Microchip Technology,IC MCU 32BIT 128KB FLASH 32QFN,15369,3.3,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SAM D21E, Functional Safety (FuSa)",Active,Not Verified,ARM® Cortex®-M0+,32-Bit Single-Core,48MHz,"I²C, LINbus, SPI, UART/USART, USB","Brown-out Detect/Reset, DMA, I²S, POR, PWM, WDT",26,128KB (128K x 8),FLASH,-,16K x 8,1.62V ~ 3.6V,A/D 10x12b; D/A 1x10b,Internal,-40°C ~ 85°C (TA),Surface Mount,32-VFQFN Exposed Pad,32-VQFN (5x5),8
https://www.st.com/resource/en/datasheet/stm32g070cb.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5V_ME~C~32.JPG,497-STM32G070KBT6-ND,STM32G070KBT6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 128KB FLASH 32LQFP,5156,2.79,0,1,Tray,STM32G0,Active,Not Verified,ARM® Cortex®-M0+,32-Bit Single-Core,64MHz,"I²C, IrDA, LINbus, SPI, UART/USART","DMA, I²S, POR, PWM, WDT",29,128KB (128K x 8),FLASH,-,36K x 8,2V ~ 3.6V,A/D 13x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,32-LQFP,32-LQFP (7x7),3.56
https://www.st.com/content/ccc/resource/technical/document/datasheet/a4/5d/0b/0e/87/c4/4d/71/DM00088500.pdf/files/DM00088500.pdf/jcr:content/translations/en.DM00088500.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5B_ME_V2~T~48.jpg,497-14043-ND,STM32F030C8T6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 64KB FLASH 48LQFP,26626,2.85,0,1,Tray,STM32F0,Active,Not Verified,ARM® Cortex®-M0,32-Bit Single-Core,48MHz,"I²C, SPI, UART/USART","DMA, POR, PWM, WDT",39,64KB (64K x 8),FLASH,-,8K x 8,2.4V ~ 3.6V,A/D 12x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,48-LQFP,48-LQFP (7x7),8
